.e         A        y (sumti)                                 logical connective: sumti afterthought and
 ji        A        sumti conn ?                              logical connective: sumti afterthought connective question
.o         A        sii (sumti)                               logical connective: sumti afterthought biconditional/iff/if-and-only-if
.a         A        o (sumti)                                 logical connective: sumti afterthought or
.u         A        sumti whether                             logical connective: sumti afterthought whether-or-not
.enai      A*       sumti but not                             logical connective: sumti afterthought x but not y
 na.a      A*       sumti only if                             logical connective: sumti afterthought conditional/only if
.onai      A*       o exclusivo (sumti)                       logical connective: sumti afterthought exclusive or; Latin 'aut'
 du'o      BAI      sabido por                                djuno modal, 1st place (info source)            authoritatively; according to ...; known by ...
 ga'u      FAhA2    encima de                                 location tense relation/direction; upwards/up from ...
 ti'a      FAhA2    detrás de                                 location tense relation/direction; rearwards/to the rear of ...
 ni'a      FAhA2    debajo de                                 location tense relation/direction; downwards/down from ...
 ca'u      FAhA2    frente a                                  location tense relation/direction; forwards/to the front of ...
 zu'a      FAhA2    a la izquierda de                         location tense relation/direction; leftwards/to the left of ...
 ri'u      FAhA2    a la derecha de                           location tense relation/direction; rightwards/to the right of ...
 ru'u      FAhA2    alrededor de                              location tense relation/direction; surrounding/annular ...
 re'o      FAhA3    adyacente a                               location tense relation/direction; adjacent to/touching/contacting ...
 te'e      FAhA3    bordeando                                 location tense relation/direction; edged by/edging up to ...
 bu'u      FAhA3    coincidente con                           location tense relation/direction; coincident with/at the same place as; space equivalent of ca
 ne'a      FAhA3    junto a                                   location tense relation/direction; approximating/next to ...
 pa'o      FAhA3    a través de                               location tense relation/direction; transfixing/passing through ...
 ne'i      FAhA3    dentro de                                 location tense relation/direction; within/inside of/into ...
 to'o      FAhA4    away from point                           location tense relation/direction; departing from/directly away from ...
 zo'i      FAhA4    inward                                    location tense relation/direction; nearer than .../inward/approaching from ...
 ze'o      FAhA4    outward                                   location tense relation/direction; beyond/outward/receding from ...
 zo'a      FAhA4    tangente a                                location tense relation/direction; tangential to/passing by ...
 fa'a      FAhA4    hacia                                     location tense relation/direction; arriving at/directly towards ...
 fa'o      FAhO     fin de texto                              unconditional end of text; outside regular grammar; used for computer input
 fe'e      FEhE     aspectos espaciales                       mark space interval distributive aspects; labels interval tense modifiers as location-oriented
 fe'u      FEhU     fin modal de selbri                       elidable terminator: end nonce conversion of selbri to modal; usually elidable
 fi'o      FIhO     selbri a modal                            convert selbri to nonce modal/sumti tag
 foi       FOI      fin lerfu compuesto                       terminator: end composite lerfu; never elidable
 fu'a      FUhA     polaco inverso                            reverse Polish mathematical expression (mex) operator flag
 fu'e      FUhE     indicador de alcance                      begin indicator long scope
 fu'o      FUhO     fin de indicador de alcance               end indicator long scope; terminates scope of all active indicators
 ge        GA       pre y                                     logical connective: forethought all but tanru-internal and (with gi)
 ge'i      GA       pre conn ?                                logical connective: forethought all but tanru-internal connective question (with gi)
 go        GA       pre sii                                   logical connective: forethought all but tanru internal biconditional/iff/if-and-only-if(with gi)
 ga        GA       pre o                                     logical connective: forethought all but tanru-internal or (with gi)
 gu        GA       pre whether                               logical connective: forethought all but tanru-internal whether-or-not (with gi)
 ganai     GA*      pre sólo si                               logical connective: forethought all but tanru-internal conditional/only if (with gi)
 gonai     GA*      pre o exclusivo                           logical connective: forethought all but tanru-internal exclusive or (with gi); Latin 'aut'
 ke'i      GAhO     intervalo abierto                         open interval bracket marker; modifies intervals in non-logical connectives; exclude boundaries
 ga'o      GAhO     intervalo cerrado                         closed interval bracket marker; mod. intervals in non-logical connectives; include boundaries
 ge'u      GEhU     fin de frase relativa                     elidable terminator: end relative/modal phrases; usually elidable in non-complex phrases
 gi        GI       medial de conectivo                       logical connective: all but tanru-internal forethought connective medial marker
 gi'e      GIhA     bridi y                                   logical connective: bridi-tail afterthought and
 gi'i      GIhA     bridi conn ?                              logical connective: bridi-tail afterthought conn question
 gi'o      GIhA     bridi sii                                 logical connective: bridi-tail afterthought biconditional/iff/if-and-only-if
 gi'a      GIhA     bridi o                                   logical connective: bridi-tail afterthought or
 gi'u      GIhA     bridi whether                             logical connective: bridi-tail afterthought whether-or-not
 gi'enai   GIhA*    bridi pero no                             logical connective: bridi-tail afterthought x but not y
 nagi'a    GIhA*    bridi sólo si                             logical connective: bridi-tail afterthought conditional/only if
 gi'onai   GIhA*    bridi o exclusivo                         logical connective: bridi-tail afterthought exclusive or; Latin 'aut'
 no'u      GOI      identidad incidental                      non-restrictive appositive phrase marker: which incidentally is the same thing as ...
 ne        GOI      frase incidental                          non-restrictive relative phrase marker: which incidentally is associated with ...
 po        GOI      es específico a                           restrictive relative phrase marker: which is specific to ...; normal possessive physical/legal
 goi       GOI      asigna pro-sumti                          sumti assignment; used to define/assign ko'a/fo'a series pro-sumti; Latin 'sive'
 po'u      GOI      identidad restrictiva                     restrictive appositive phrase marker: which is the same thing as
 pe        GOI      frase restrictiva                         restrictive relative phrase marker: which is associated with ...; loosest associative/possessive
 po'e      GOI      que pertenece a                           restrictive relative phrase marker: which belongs to ... ; inalienable possession
 mo        GOhA     bridi ?                                   pro-bridi: bridi/selbri/brivla question
 nei       GOhA     bridi actual                              pro-bridi: repeats the current bridi
 go'u      GOhA     bridi anterior                            pro-bridi: repeats a remote past bridi
 go'o      GOhA     bridi posterior                           pro-bridi: repeats a future bridi, normally the next one
 go'i      GOhA     bridi último                              pro-bridi: preceding bridi; in answer to a yes/no question, repeats the claim, meaning yes
 no'a      GOhA     next outer bridi                          pro-bridi: repeats the bridi in which this one is embedded
 go'e      GOhA     bridi anteúltimo                          pro-bridi: repeats the next to last bridi
 go'a      GOhA     bridi reciente                            pro-bridi: repeats a recent bridi (usually not the last 2)
 du        GOhA     es (identidad)                            identity selbri; = sign; x1 identically equals x2, x3, etc.; attached sumti refer to same thing
 bu'a      GOhA     algún selbri 1                            logically quantified predicate variable: some selbri 1
 bu'e      GOhA     algún selbri 2                            logically quantified predicate variable: some selbri 2
 bu'i      GOhA     algún selbri 3                            logically quantified predicate variable: some selbri 3
 co'e      GOhA     bridi no específico                       elliptical/unspecified bridi relationship
 nago'i    GOhA*    negar bridi último                        selbri: repeats preceding bridi while denying it as false; pro-assign values are unchanged
 go'ira'o  GOhA*    último bridi actualizado                  pro-bridi: preceding bridi; repeats claim as true, updating for speaker/listener change
 gu'e      GUhA     pre tanru y                               logical connective: tanru-internal forethought and (with gi)
 gu'i      GUhA     pre tanru conn ?                          logical connective: tanru-internal forethought question (with gi)
 gu'o      GUhA     pre tanru sii                             logical connective: tanru-internal forethought biconditional/iff/if-and-only-if (with gi)
 gu'a      GUhA     pre tanru o                               logical connective: tanru-internal forethought or (with gi)
 gu'u      GUhA     pre tanru whether                         logical connective: tanru-internal forethought whether-or-not (with gi)
 gu'anai   GUhA*    pre tanru sólo si                         logical connective: tanru-internal forethought conditional/only if (with gi)
 gu'onai   GUhA*    pre tanru o exclusivo                     logical connective: tanru-internal forethought exclusive or (with gi); Latin 'aut'
.i         I        acople de oración                         sentence link/continuation; continuing sentences on same topic; normally elided for new speakers
 je        JA       tanru y                                   logical connective: tanru-internal afterthought and
 je'i      JA       tanru conn ?                              logical connective: tanru-internal afterthought conn question
 jo        JA       tanru sii                                 logical connective: tanru-internal afterthought biconditional/iff/if-and-only-if
 ja        JA       tanru o                                   logical connective: tanru-internal afterthought or
 ju        JA       tanru whether                             logical connective: tanru-internal afterthought whether-or-not
.ije       JA*      oración y                                 logical connective: sentence afterthought and
.ijenai    JA*      oración but not                           logical connective: sentence afterthought x but not y
.ije'i     JA*      oración conn ?                            logical connective: sentence afterthought conn question
.ijanai    JA*      oración si                                logical connective: sentence afterthought: (preceding sentence) if this sentence
.ijo       JA*      oración sii                               logical connective: sentence afterthought biconditional/iff/if-and-only-if
.inaja     JA*      oración sólo si                           logical connective: sentence afterthought conditional/only if
.ija       JA*      oración o                                 logical connective: sentence afterthought or
.iju       JA*      oración whether                           logical connective: sentence afterthought whether-or-not
.ijonai    JA*      oración o exclusivo                       logical connective: sentence afterthought exclusive or; Latin 'aut'
 jenai     JA*      tanru pero no                             logical connective: tanru-internal afterthought x but not y
 naja      JA*      tanru sólo si                             logical connective: tanru-internal afterthought conditional/only if
 jonai     JA*      tanru o exclusivo                         logical connective: tanru-internal afterthought exclusive or; Latin 'aut'
 jai       JAI      conversión modal                          convert tense/modal (tagged) place to 1st place; 1st place moves to extra FA place (fai)
 fa'u      JOI      y respectivamente                         non-logical connective: respectively; unmixed ordered distributed association
 pi'u      JOI      producto cruzado                          non-logical connective: cross product; Cartesian product of sets
 joi       JOI      junto con                                 non-logical connective: mixed conjunction; "and" meaning "mixed together", forming a mass
 ce'o      JOI      en secuencia con                          non-logical connective: ordered sequence link; "and then", forming a sequence
 ce        JOI      en un conjunto con                        non-logical connective: set link, unordered; "and also", but forming a set
 jo'u      JOI      en común con                              non-logical connective: in common with; along with (unmixed)
 ku'a      JOI      intersección                              non-logical connective: intersection of sets
 jo'e      JOI      unión                                     non-logical connective: union of sets
 ju'e      JOI      conectivo vago                            vague non-logical connective: analogous to plain ".i"
 jo'i      JOhI     matriz                                    join mathematical expression (mex) operands into an array
 ke        KE       comienzo agrupación                       start grouping of tanru, etc; ... type of ... ; overrides normal tanru left grouping
 kei       KEI      fin abstracción                           elidable terminator: end abstraction bridi (often elidable)
 ke'e      KEhE     fin agrupación                            elidable terminator: end of tanru left grouping override (usually elidable)
 ki        KI       tense default                             tense/modal: set/use tense default; establishes new open scope space/time/modal reference base
 roda      KOhA*    todos                                     logically quantified universal sumti: everything (unless restricted)
 la'edi'u  KOhA*    last utterance it                         pro-sumti: the referent of the last utterance; the state described: "IT was fun"
 noda      KOhA*    ninguno                                   logically quantified sumti: nothing at all (unless restricted)
 da        KOhA1    alguno 1                                  logically quantified existential pro-sumti: there exists something 1 (usually restricted)
 de        KOhA1    alguno 2                                  logically quantified existential pro-sumti: there exists something 2 (usually restricted)
 di        KOhA1    alguno 3                                  logically quantified existential pro-sumti: there exists something 3 (usually restricted)
 da'u      KOhA2    earlier utterance                         pro-sumti: a remote past utterance; "She couldn't have known that IT would be true."
 da'e      KOhA2    eventual utterance                        pro-sumti: remote future utterance; "He'll tell you tomorrow. IT will be a doozy."
 di'u      KOhA2    last utterance                            pro-sumti: the last utterance
 di'e      KOhA2    next utterance                            pro-sumti: the next utterance
 de'u      KOhA2    recent utterance                          pro-sumti: a recent utterance
 de'e      KOhA2    soon utterance                            pro-sumti: a near future utterance
 dei       KOhA2    this utterance                            pro-sumti: this utterance
 do'i      KOhA2    unspecif utterance                        pro-sumti: elliptical/unspecified utterance variable
 ko        KOhA3    imperative                                pro-sumti: you (imperative); make it true for you, the listener
 mi        KOhA3    me                                        pro-sumti: me/we the speaker(s)/author(s); identified by self-vocative
 mi'o      KOhA3    me and you                                pro-sumti: me/we the speaker(s)/author(s) & you the listener(s)
 ma'a      KOhA3    we with you                               pro-sumti: me/we the speaker(s)/author(s) & you the listener(s) & others unspecified
 mi'a      KOhA3    we, not you                               pro-sumti: me/we the speaker(s)/author(s) & others unspecified, but not you, the listener
 do        KOhA3    you                                       pro-sumti: you listener(s); identified by vocative
 do'o      KOhA3    you and others                            pro-sumti: you the listener & others unspecified
 ko'a      KOhA4    it-1                                      pro-sumti: he/she/it/they #1 (specified by goi)
 fo'u      KOhA4    it-10                                     pro-sumti: he/she/it/they #10 (specified by goi)
 ko'e      KOhA4    it-2                                      pro-sumti: he/she/it/they #2 (specified by goi)
 ko'i      KOhA4    it-3                                      pro-sumti: he/she/it/they #3 (specified by goi)
 ko'o      KOhA4    it-4                                      pro-sumti: he/she/it/they #4 (specified by goi)
 ko'u      KOhA4    it-5                                      pro-sumti: he/she/it/they #5 (specified by goi)
 fo'a      KOhA4    it-6                                      pro-sumti: he/she/it/they #6 (specified by goi)
 fo'e      KOhA4    it-7                                      pro-sumti: he/she/it/they #7 (specified by goi)
 fo'i      KOhA4    it-8                                      pro-sumti: he/she/it/they #8 (specified by goi)
 fo'o      KOhA4    it-9                                      pro-sumti: he/she/it/they #9 (specified by goi)
 vo'a      KOhA4    x1 it                                     pro-sumti: repeats 1st place of main bridi of this sentence
 vo'e      KOhA4    x2 it                                     pro-sumti: repeats 2nd place of main bridi of this sentence
 vo'i      KOhA4    x3 it                                     pro-sumti: repeats 3rd place of main bridi of this sentence
 vo'o      KOhA4    x4 it                                     pro-sumti: repeats 4th place of main bridi of this sentence
 vo'u      KOhA4    x5 it                                     pro-sumti: repeats 5th place of main bridi of this sentence
 ru        KOhA5    earlier sumti                             pro-sumti: a remote past sumti, before all other in-use backcounting sumti
 ri        KOhA5    last sumti                                pro-sumti: the last sumti, as determined by back-counting rules
 ra        KOhA5    recent sumti                              pro-sumti: a recent sumti before the last one, as determined by back-counting rules
 ta        KOhA6    that there                                pro-sumti: that there; nearby demonstrative it; indicated thing/place near listener
 tu        KOhA6    that yonder                               pro-sumti: that yonder; distant demonstrative it; indicated thing far from speaker&listener
 ti        KOhA6    this here                                 pro-sumti: this here; immediate demonstrative it; indicated thing/place near speaker
 zi'o      KOhA7    nonexistent it                            pro-sumti: fills a sumti place, deleting it from selbri place structure;changes selbri semantics
 ke'a      KOhA7    relativized it                            pro-sumti: relativized sumti (object of relative clause)
 ma        KOhA7    sumti ?                                   pro-sumti: sumti question (what/who/how/why/etc.); appropriately fill in sumti blank
 zu'i      KOhA7    typical it                                pro-sumti: the typical sumti value for this place in this relationship; affects truth value
 zo'e      KOhA7    unspecif it                               pro-sumti: an elliptical/unspecified value; has some value which makes bridi true
 ce'u      KOhA8    lambda                                    pseudo-quantifier binding a variable within an abstraction that represents an open place
 ku        KU       end sumti                                 elidable terminator: end description, modal, or negator sumti; often elidable
 ku'e      KUhE     end mex forethought                       elidable terminator: end mathematical (mex) forethought (Polish) expression; often elidable
 ku'o      KUhO     end relative clause                       elidable terminator: end NOI relative clause; always elidable, but preferred in complex clauses
 la        LA       that named                                name descriptor: the one(s) called ... ; takes name or selbri description
 lai       LA       the mass of named                         name descriptor: the mass of individual(s) named ... ; takes name or selbri description
 la'i      LA       the set of named                          name descriptor: the set of those named ... ; takes name or selbri description
 ce'a      LAU      font shift                                2-word letteral/shift: the word following indicates a new font (e.g. italics, manuscript)
 lau       LAU      punctuation mark                          2-word letteral/shift: punctuation mark or special symbol follows
 zai       LAU      select alphabet                           2-word letteral/shift: alternate alphabet selector follows
 tau       LAU      shift next lerfu                          2-word letteral/shift: change case for next letteral only
 tu'a      LAhE     the bridi implied by                      extracts a concrete sumti from an unspecified abstraction; equivalent to le nu/su'u [sumti] co'e
 lu'a      LAhE     the individuals of                        the members of the set/components of the mass; converts another description type to individuals
 lu'o      LAhE     the mass composed of                      the mass composed of; converts another description type to a mass composed of the members
 la'e      LAhE     the referent of                           the referent of (indirect pointer); uses the referent of a sumti as the desired sumti
 vu'i      LAhE     the sequence of                           sumti qualifier: the sequence made from set or composed of elements/components; order is vague
 lu'i      LAhE     the set composed of                       the set with members; converts another description type to a set of the members
 lu'e      LAhE     the symbol for                            the symbol for (indirect discourse); uses the symbol/word(s) for a sumti as the desired sumti
 le        LE       the described                             non-veridical descriptor: the one(s) described as ...
 lei       LE       the mass described                        non-veridical descriptor: the mass of individual(s) described as ...
 loi       LE       the mass really is                        veridical descriptor: the mass of individual(s) that is(are) ...
 lo        LE       the really is                             veridical descriptor: the one(s) that really is(are) ...
 le'i      LE       the set described                         non-veridical descriptor: the set of those described as ..., treated as a set
 lo'i      LE       the set really is                         veridical descriptor: the set of those that really are ..., treated as a set
 le'e      LE       the stereotypical                         non-veridical descriptor: the stereotype of those described as ...
 lo'e      LE       the typical                               veridical descriptor: the typical one(s) who really is(are) ...
 leko'a    LE*      it-1's described as                       possessive/associative descriptor: the one(s) described as, of it-1's
 lemi      LE*      my described as                           possessive/associative descriptor: the one(s) described as, of mine
 leta      LE*      that one's                                possessive/associative descriptor: nearby demonstrative possessive; cannot use for 'THAT ...'
 leva      LE*      that there                                located descriptor: descriptive that-there (non-demonstrative)
 levu      LE*      that yonder                               located descriptor: descriptive that-yonder (non-demonstrative)
 letu      LE*      the yonder one's                          possessive/associative descriptor: distant demonstrative possessive
 levi      LE*      this here                                 located descriptor: descriptive this-here (non-demonstrative)
 leti      LE*      this one's                                possessive/associative descriptor: immediate demonstrative possessive; cannot use for 'THIS ...'
 ledo      LE*      your described as                         possessive/associative descriptor: the one(s) described as, of yours
 le'u      LEhU     end error quote                           end quote of questionable or out-of-context text; not elidable
 me'o      LI       the mex                                   the mathematical expression (unevaluated); convert unevaluated mathematical expression to sumti
 li        LI       the number                                the number/evaluated expression; convert number/operand/evaluated math expression to sumti
 li'u      LIhU     end quote                                 elidable terminator: end grammatical quotation; seldom elidable except at end of text
 lo'o      LOhO     end mex sumti                             elidable terminator: end math express.(mex) sumti; end mex-to-sumti conversion; usually elidable
 lo'u      LOhU     error quote                               start questionable/out-of-context quote; text should be Lojban words, but needn't be grammatical
 lu        LU       quote                                     start grammatical quotation; quoted text should be grammatical on its own
 lu'u      LUhU     end sumti qualifiers                      elidable terminator: end of sumti qualifiers; usually elidable except before a sumti
01090 Lojban         LogFlash cmavo list 09/16/98        01090
 mo'o      MAI      section ordinal                           higher-order utterance ordinal suffix; converts a number to ordinal, usually a section/chapter
 mai       MAI      sentence ordinal                          utterance ordinal suffix; converts a number to an ordinal, such as an item or paragraph number
 pamai     MAI*     firstly                                   discursive: first utterance ordinal
 romai     MAI*     lastly                                    discursive utterance ordinal: finally; last utterance ordinal
 remai     MAI*     secondly                                  discursive: second utterance ordinal
 nomo'o    MAI*     section 0                                 discursive utterance ordinal: zeroth section/chapter ordinal; foreword
 pamo'o    MAI*     section 1                                 discursive utterance ordinal: first section/chapter ordinal
 ma'o      MAhO     operand to operator                       convert letteral string or other mathematical expression (mex) operand to mex operator
 me        ME       sumti to selbri                           convert sumti to selbri/tanru element; x1 is specific to [sumti] in aspect x2
 me'u      MEhU     end sumti to selbri                       elidable terminator: end sumti that was converted to selbri; usually elidable
 mei       MOI      cardinal selbri                           convert number to cardinality selbri; x1 is the mass formed from set x2 whose n member(s) are x3
 moi       MOI      ordinal selbri                            convert number to ordinal selbri; x1 is (n)th member of set x2 ordered by rule x3
 si'e      MOI      portion selbri                            convert number to portion selbri; x1 is an (n)th portion of mass/totality x2; (cf. gunma)
 cu'o      MOI      probability selbri                        convert number to probability selbri; event x1 has probability (n) of occurring under cond. x2
 raumei    MOI*     are enough                                quantified selbri: converts enough to cardinal; x1 is a set with members x2, enough by std. x3
 pimucu'o  MOI*     has even odds                             quantified selbri: convert .5 to probability selbri; event x1 has a 50/50 chance under cond. x2
 so'imei   MOI*     is a bunch                                quantified selbri: convert many to cardinal; x1 is a set with many members x2 of total set x3
 panonomei MOI*     is a century                              quantifier selbri: convert 100 to cardinal selbri; x1 is a set with the century of members x2
 panomei   MOI*     is a decade                               quantifier selbri: convert 10 to cardinal selbri; x1 is a set with the decade of members x2
 paremei   MOI*     is a dozen                                quantified selbri: convert 12 to cardinal selbri; x1 is a set with a dozen members x2
 piresi'e  MOI*     is a fifth portion                        quantified selbri: convert .2 = 1/5 to portion selbri; x1 is 1/5 of mass/totality x2
 bimei     MOI*     is a octet                                quantifier selbri: convert 8 to cardinal selbri; x1 is a set with the octet of members x2
 remei     MOI*     is a pair                                 quantified selbri: convert 2 to cardinal selbri; x1 is a set with the pair of members x2
 mumei     MOI*     is a quintet                              quantifier selbri: convert 5 to cardinal selbri; x1 is a set with the quintet of members x2
 renomei   MOI*     is a score                                quantifier selbri: convert 20 to cardinal selbri; x1 is a set with the score of members x2
 cimei     MOI*     is a trio                                 quantifier selbri: convert 3 to cardinal selbri; x1 is a set with the trio of members x2
 da'aremoi MOI*     is antepenultimate                        quantified selbri: converts all-but-2 to ordinal selbri; x1 is antepenult. among x2 by rule x3
 su'oremoi MOI*     is at least second                        quantified selbri: convert at least 2 to ordinal selbri; x1 is at-least-2nd among x2 by rule x3
 bimoi     MOI*     is eighth among                           quantified selbri: convert 8 to ordinal selbri; x1 is eighth among x2 ordered by rule x3
 raumoi    MOI*     is enoughth among                         quantified selbri: converts enough to ordinal; x1 is enoughth among x2, order rule x3
 mumoi     MOI*     is fifth among                            quantified selbri: convert 5 to ordinal selbri; x1 is fifth among x2 ordered by rule x3
 pamoi     MOI*     is first among                            quantified selbri: convert 1 to ordinal selbri; x1 is first among x2 ordered by rule x3
 vomoi     MOI*     is fourth among                           quantified selbri: convert 4 to ordinal selbri; x1 is fourth among x2 ordered by rule x3
 romoi     MOI*     is last among                             quantified selbri: is final among; convert all to ordinal selbri; x1 is last among x2, rule x3
 somoi     MOI*     is ninth among                            quantified selbri: convert 9 to ordinal selbri; x1 is ninth among x2 ordered by rule x3
 da'amoi   MOI*     is penultimate among                      quantified selbri: converts all-but-(1) to ordinal selbri; x1 is penultimate among x2 by rule x3
 su'oremei MOI*     is plural                                 quantified selbri: convert at least 2 to cardinal selbri; x1 is a set with plural membership x2
 remoi     MOI*     is second among                           quantified selbri: convert 2 to ordinal selbri; x1 is second among x2 ordered by rule x3
 zemoi     MOI*     is seventh among                          quantified selbri: convert 7 to ordinal selbri; x1 is seventh among x2 ordered by rule x3
 pamei     MOI*     is singular                               quantified selbri: convert 1 to cardinal selbri; x1 is a set with single/sole/only member x2
 xamoi     MOI*     is sixth among                            quantified selbri: convert 6 to ordinal selbri; x1 is sixth among x2 ordered by rule x3
 panomoi   MOI*     is tenth among                            quantified selbri: convert 10 to ordinal selbri; x1 is tenth among x2 ordered by rule x3
 pirosi'e  MOI*     is the whole of                           quantified selbri: converts all-of to portion selbri; x1 is the whole portion of mass x2
 cimoi     MOI*     is third among                            quantified selbri: convert 3 to ordinal selbri; x1 is third among x2 ordered by rule x3
 du'emei   MOI*     is too many                               quantifier selbri: convert too many to cardinal selbri; x1 is a set with too many members x2
 mo'e      MOhE     sumti to operand                          convert sumti to mex operand; sample use in story arithmetic: [3 apples] + [3 apples] = what
 mo'i      MOhI     space motion                              mark motions in space-time
 ja'a      NA       bridi affirmer                            bridi logical affirmer; scope is an entire bridi
 na        NA       bridi negator                             bridi contradictory negator; scope is an entire bridi; logically negates in some cmavo compounds
 nai       NAI      negate last word                          attached to cmavo to negate them; various negation-related meanings
 to'e      NAhE     polar opposite                            polar opposite scalar negator
 je'a      NAhE     scalar affirmer                           scalar affirmer; denies scalar negation: Indeed!
 na'e      NAhE     scalar contrary                           contrary scalar negator: other than ...; not ...; a scale or set is implied
 no'e      NAhE     scalar midpoint not                       midpoint scalar negator: neutral point between je'a and to'e; "not really"
 na'u      NAhU     selbri to operator                        convert selbri to mex operator; used to create less-used operators using le'avla, lujvo, etc.
 ni'e      NIhE     selbri to operand                         convert selbri to mex operand; used to create new non-numerical quantifiers; e.g. "herd" of oxen
 ni'o      NIhO     new topic                                 discursive: paragraph break; introduce new topic
 no'i      NIhO     old topic                                 discursive: paragraph break; resume previous topic
 voi       NOI      descriptive clause                        non-veridical restrictive clause used to form complicated le-like descriptions using "ke'a"
 noi       NOI      incidental clause                         non-restrictive relative clause; attaches subordinate bridi with incidental information
 poi       NOI      restrictive clause                        restrictive relative clause; attaches subordinate bridi with identifying information to a sumti
 ni        NU       amount abstract                           abstractor: quantity/amount abstractor; x1 is quantity/amount of [bridi] measured on scale x2
 du'u      NU       bridi abstract                            abstractor: predication/bridi abstractor; x1 is predication [bridi] expressed in sentence x2
 si'o      NU       concept abstract                          abstractor: idea/concept abstractor; x1 is x2's concept of [bridi]
 nu        NU       event abstract                            abstractor: generalized event abstractor; x1 is state/process/achievement/activity of [bridi]
 li'i      NU       experience abstract                       abstractor: experience abstractor; x1 is x2's experience of [bridi] (participant or observer)
 ka        NU       property abstract                         abstractor: property/quality abstractor (-ness); x1 is quality/property exhibited by [bridi]
 jei       NU       truth abstract                            abstractor: truth-value abstractor; x1 is truth value of [bridi] under epistemology x2
 su'u      NU       unspecif abstract                         abstractor: generalized abstractor (how); x1 is [bridi] as a non-specific abstraction of type x2
 sedu'u    NU*      sentence abstract                         compound abstractor: sentence/equation abstract; x1 is text expressing [bridi] which is x2
 zu'o      NU1      activity abstract                         abstractor: activity (event) abstractor; x1 is abstract activity of [bridi] composed of x2
 mu'e      NU1      point-event abstract                      abstractor: achievement (event) abstractor; x1 is the event-as-a-point/achievement of [bridi]
 pu'u      NU1      process abstract                          abstractor: process (event) abstractor; x1 is process of [bridi] proceeding in stages x2
 za'i      NU1      state abstract                            abstractor: state (event) abstractor; x1 is continuous state of [bridi] being true
 nu'a      NUhA     operator to selbri                        convert mathematical expression (mex) operator to a selbri/tanru component
 nu'i      NUhI     start fore termset                        start forethought termset construct; marks start of place structure set with logical connection
 nu'u      NUhU     end fore termset                          elidable terminator: end forethought termset; usually elidable except with following sumti
 paki'o    PA*      1,000                                     number/quantity: 1,000 expressed with comma
 pano      PA*      10                                        number/quantity: 10 [ten]
 panono    PA*      100                                       number/quantity: 100 [one hundred]
 papa      PA*      11                                        number/quantity: 11 [eleven]
 pare      PA*      12                                        number/quantity: 12 [twelve]
 paci      PA*      13                                        number/quantity: 13 [thirteen]
 pavo      PA*      14                                        number/quantity: 14 [fourteen]
 pamu      PA*      15                                        number/quantity: 15 [fifteen]
 paxa      PA*      16                                        number/quantity: 16 [sixteen]
 paze      PA*      17                                        number/quantity: 17 [seventeen]
 pabi      PA*      18                                        number/quantity: 18 [eighteen]
 paso      PA*      19                                        number/quantity: 19 [nineteen]
 reki'o    PA*      2,000                                     number/quantity: 2,000 expressed with comma
 reno      PA*      20                                        number/quantity: 20 [twenty]
 renono    PA*      200                                       number/quantity: 200 [two hundred]
 ciki'o    PA*      3,000                                     number/quantity: 3,000 expressed with comma
 cino      PA*      30                                        number/quantity: 30 [thirty]
 cinono    PA*      300                                       number/quantity: 300 [three hundred]
 voki'o    PA*      4,000                                     number/quantity: 4,000 expressed with comma
 vono      PA*      40                                        number/quantity: 40 [forty]
 vonono    PA*      400                                       number/quantity: 400 [four hundred]
 muki'o    PA*      5,000                                     number/quantity: 5,000 expressed with comma
 muno      PA*      50                                        number/quantity: 50 [fifty]
 munono    PA*      500                                       number/quantity: 500 [five hundred]
 xaki'o    PA*      6,000                                     number/quantity: 6,000 expressed with comma
 xano      PA*      60                                        number/quantity: 60 [sixty]
 xanono    PA*      600                                       number/quantity: 600 [six hundred]
 xavoki'o  PA*      64,000                                    number/quantity: 64,000 expressed with comma
 zeki'o    PA*      7,000                                     number/quantity: 7,000 expressed with comma
 zeno      PA*      70                                        number/quantity: 70 [seventy]
 zenono    PA*      700                                       number/quantity: 700 [seven hundred]
 biki'o    PA*      8,000                                     number/quantity: 8,000 expressed with comma
 bino      PA*      80                                        number/quantity: 80 [eighty]
 binono    PA*      800                                       number/quantity: 800 [eight hundred]
 binonovo  PA*      8004                                      number/quantity: 8004, without comma
 soki'o    PA*      9,000                                     number/quantity: 9,000 expressed with comma
 sono      PA*      90                                        number/quantity: 90 [ninety]
 sonono    PA*      900                                       number/quantity: 900 [nine hundred]
 sozepimu  PA*      97.5                                      number/quantity:  97.5
 sosoce'i  PA*      99 percent                                number/quantity: 99% (number)
 piso'u    PA*      a little of                               number: a little of
 piro      PA*      all of                                    number: all of
 piso'a    PA*      almost all of                             number: almost all of
 piji'i    PA*      approximately all of                      number: approximately all of
 pisu'o    PA*      at least some of                          number: at least some of
 piso'i    PA*      much of                                   number: much of
 ji'ini'u  PA*      rounded down                              rounded down (appended after string of digits indicating a rounded value)
 ji'ima'u  PA*      rounded up                                rounded up (appended after string of digits indicating a rounded value)
 pimo'a    PA*      too little of                             number: too little of
 pidu'e    PA*      too much of                               number: too much of
 no        PA1      0                                         digit/number: 0 (digit) [zero]
 pa        PA1      1                                         digit/number: 1 (digit) [one]
 re        PA1      2                                         digit/number: 2 (digit) [two]
